created_at,entry_id,field1,latitude,longitude,elevation,status
2020-11-30T19:53:33+00:00,40,"25.50

",,,,
2020-11-30T19:53:49+00:00,41,"24.54

",,,,
2020-11-30T19:54:05+00:00,42,"25.18

",,,,
2020-11-30T19:54:21+00:00,43,"25.18

",,,,
2020-11-30T19:54:37+00:00,44,"25.83

",,,,
2020-11-30T19:54:53+00:00,45,"68.41

",,,,
2020-11-30T19:55:08+00:00,46,"25.18

",,,,
2020-11-30T19:55:24+00:00,47,"25.18

",,,,
2020-11-30T19:55:40+00:00,48,"24.54

",,,,
2020-11-30T19:55:56+00:00,49,"26.15

",,,,
2020-11-30T19:56:12+00:00,50,"52.60

",,,,
2020-11-30T19:56:28+00:00,51,"25.18

",,,,
2020-11-30T19:56:44+00:00,52,"25.50

",,,,
2020-11-30T19:56:59+00:00,53,"26.47

",,,,
2020-11-30T19:57:15+00:00,54,"25.83

",,,,
2020-11-30T19:57:31+00:00,55,"25.50

",,,,
2020-11-30T19:57:47+00:00,56,"25.18

",,,,
2020-11-30T19:58:03+00:00,57,"25.18

",,,,
2020-11-30T19:58:19+00:00,58,"25.18

",,,,
2020-11-30T19:58:34+00:00,59,"25.50

",,,,
2020-11-30T19:58:50+00:00,60,"24.86

",,,,
2020-11-30T19:59:06+00:00,61,"25.50

",,,,
2020-11-30T19:59:22+00:00,62,"26.15

",,,,
2020-11-30T19:59:38+00:00,63,"24.86

",,,,
2020-11-30T19:59:54+00:00,64,"25.50

",,,,
2020-11-30T20:00:09+00:00,65,"24.86

",,,,
2020-11-30T20:00:25+00:00,66,"25.18

",,,,
2020-11-30T20:00:41+00:00,67,"25.18

",,,,
2020-11-30T20:00:57+00:00,68,"25.50

",,,,
2020-11-30T20:01:13+00:00,69,"25.50

",,,,
2020-11-30T20:01:29+00:00,70,"25.18

",,,,
2020-11-30T20:01:45+00:00,71,"25.50

",,,,
2020-11-30T20:02:01+00:00,72,"25.18

",,,,
2020-11-30T20:02:17+00:00,73,"24.86

",,,,
2020-11-30T20:02:33+00:00,74,"25.83

",,,,
2020-11-30T20:02:48+00:00,75,"25.18

",,,,
2020-11-30T20:03:04+00:00,76,"69.37

",,,,
2020-11-30T20:03:20+00:00,77,"24.86

",,,,
2020-11-30T20:03:36+00:00,78,"25.83

",,,,
2020-11-30T20:03:52+00:00,79,"24.86

",,,,
2020-11-30T20:04:08+00:00,80,"25.50

",,,,
2020-12-01T01:27:44+00:00,81,"25.18

",,,,
2020-12-01T01:28:00+00:00,82,"25.18

",,,,
2020-12-01T01:28:15+00:00,83,"25.50

",,,,
2020-12-01T01:28:31+00:00,84,"46.47

",,,,
2020-12-01T01:28:47+00:00,85,"25.50

",,,,
2020-12-01T01:29:03+00:00,86,"25.18

",,,,
2020-12-01T01:29:19+00:00,87,"25.50

",,,,
2020-12-01T01:29:35+00:00,88,"53.89

",,,,
2020-12-01T01:29:50+00:00,89,"25.18

",,,,
2020-12-01T01:30:06+00:00,90,"25.50

",,,,
2020-12-01T01:30:22+00:00,91,"24.86

",,,,
2020-12-01T01:30:38+00:00,92,"25.18

",,,,
2020-12-01T01:30:54+00:00,93,"25.50

",,,,
2020-12-01T01:31:09+00:00,94,"25.18

",,,,
2020-12-01T01:31:25+00:00,95,"25.18

",,,,
2020-12-01T01:31:41+00:00,96,"25.18

",,,,
2020-12-01T01:31:57+00:00,97,"44.54

",,,,
2020-12-01T01:32:13+00:00,98,"45.50

",,,,
2020-12-01T01:32:29+00:00,99,"25.18

",,,,
2020-12-01T01:32:45+00:00,100,"25.18

",,,,
2020-12-01T01:33:01+00:00,101,"25.18

",,,,
2020-12-01T01:33:16+00:00,102,"25.18

",,,,
2020-12-01T01:33:32+00:00,103,"25.50

",,,,
2020-12-01T01:33:48+00:00,104,"25.50

",,,,
2020-12-01T01:34:04+00:00,105,"25.50

",,,,
2020-12-01T01:34:20+00:00,106,"25.18

",,,,
2020-12-01T01:34:35+00:00,107,"25.18

",,,,
2020-12-01T01:34:51+00:00,108,"25.18

",,,,
2020-12-01T01:35:07+00:00,109,"25.50

",,,,
2020-12-01T01:35:23+00:00,110,"25.50

",,,,
2020-12-01T02:10:33+00:00,111,"25.50

",,,,
2020-12-01T02:10:49+00:00,112,"25.50

",,,,
2020-12-01T02:11:04+00:00,113,"25.18

",,,,
2020-12-01T02:11:20+00:00,114,"25.18

",,,,
2020-12-01T02:11:36+00:00,115,"47.12

",,,,
2020-12-01T02:11:52+00:00,116,"48.41

",,,,
2020-12-01T02:12:08+00:00,117,"25.18

",,,,
2020-12-01T02:12:24+00:00,118,"25.18

",,,,
2020-12-01T05:02:08+00:00,119,"25.50

",,,,
2020-12-01T05:02:24+00:00,120,"25.50

",,,,
2020-12-01T05:02:40+00:00,121,"25.50

",,,,
2020-12-01T05:02:56+00:00,122,"25.50

",,,,
2020-12-01T05:03:12+00:00,123,"25.50

",,,,
2020-12-01T05:03:28+00:00,124,"25.50

",,,,
2020-12-01T05:03:43+00:00,125,"25.50

",,,,
2020-12-01T05:03:59+00:00,126,"25.50

",,,,
2020-12-01T05:04:15+00:00,127,"25.18

",,,,
2020-12-01T05:04:31+00:00,128,"25.50

",,,,
2020-12-01T05:04:47+00:00,129,"25.18

",,,,
2020-12-01T05:06:16+00:00,130,"25.50

",,,,
2020-12-01T05:06:32+00:00,131,"25.50

",,,,
2020-12-01T05:06:48+00:00,132,"25.50

",,,,
2020-12-01T05:07:04+00:00,133,"25.18

",,,,
2020-12-01T05:07:20+00:00,134,"25.18

",,,,
2020-12-01T05:13:32+00:00,135,"75.50

",,,,
2020-12-01T05:13:47+00:00,136,"25.50

",,,,
2020-12-01T05:15:46+00:00,137,"25.18

",,,,
2020-12-01T05:23:41+00:00,138,"25.50

",,,,
2020-12-01T05:25:05+00:00,139,"25.50

",,,,
2020-12-01T05:25:20+00:00,140,"68.08

",,,,
2020-12-01T05:25:36+00:00,141,"70.99

",,,,
2020-12-01T05:25:52+00:00,142,"25.18

",,,,
2020-12-01T05:26:08+00:00,143,"25.50

",,,,
2020-12-01T05:26:24+00:00,144,"25.50

",,,,
2020-12-01T05:26:40+00:00,145,"25.18

",,,,
2020-12-01T05:26:55+00:00,146,"25.18

",,,,
2020-12-01T05:27:11+00:00,147,"25.50

",,,,
2020-12-01T05:27:27+00:00,148,"25.50

",,,,
2020-12-01T05:27:43+00:00,149,"25.50

",,,,
2020-12-01T05:28:14+00:00,150,"25.18

",,,,
2020-12-01T05:28:30+00:00,151,"25.18

",,,,
2020-12-01T05:28:46+00:00,152,"25.50

",,,,
2020-12-01T05:29:02+00:00,153,"25.18

",,,,
2020-12-01T05:29:18+00:00,154,"25.50

",,,,
2020-12-01T05:29:33+00:00,155,"25.50

",,,,
2020-12-01T05:29:49+00:00,156,"25.50

",,,,
2020-12-01T05:30:05+00:00,157,"25.50

",,,,
2020-12-01T05:30:21+00:00,158,"25.50

",,,,
2020-12-01T05:30:37+00:00,159,"25.18

",,,,
2020-12-01T05:30:53+00:00,160,"25.50

",,,,
2020-12-01T05:31:08+00:00,161,"25.50

",,,,
2020-12-01T05:31:24+00:00,162,"25.50

",,,,
2020-12-01T05:31:40+00:00,163,"25.18

",,,,
2020-12-01T05:31:56+00:00,164,"25.50

",,,,
2020-12-01T05:32:12+00:00,165,"25.18

",,,,
2020-12-01T05:32:43+00:00,166,"25.18

",,,,
2020-12-01T05:32:59+00:00,167,"25.50

",,,,
2020-12-01T05:33:15+00:00,168,"25.18

",,,,
2020-12-01T05:33:31+00:00,169,"25.50

",,,,
2020-12-01T05:33:47+00:00,170,"25.18

",,,,
2020-12-01T05:34:02+00:00,171,"25.50

",,,,
2020-12-01T05:34:18+00:00,172,"25.50

",,,,
2020-12-01T05:34:34+00:00,173,"25.50

",,,,
2020-12-01T05:34:50+00:00,174,"25.50

",,,,
2020-12-01T05:35:06+00:00,175,"25.50

",,,,
2020-12-01T05:35:21+00:00,176,"25.50

",,,,
2020-12-01T05:35:37+00:00,177,"25.50

",,,,
2020-12-01T05:35:53+00:00,178,"25.50

",,,,
2020-12-01T05:36:09+00:00,179,"25.50

",,,,
2020-12-01T05:36:25+00:00,180,"25.50

",,,,
2020-12-01T05:36:41+00:00,181,"25.50

",,,,
2020-12-01T05:36:56+00:00,182,"25.18

",,,,
2020-12-01T05:37:12+00:00,183,"25.50

",,,,
2020-12-01T05:37:28+00:00,184,"25.50

",,,,
2020-12-01T05:37:44+00:00,185,"25.50

",,,,
2020-12-01T05:38:00+00:00,186,"25.18

",,,,
2020-12-01T05:38:16+00:00,187,"25.50

",,,,
2020-12-01T05:38:31+00:00,188,"25.18

",,,,
2020-12-01T05:38:47+00:00,189,"25.50

",,,,
2020-12-01T05:39:03+00:00,190,"25.50

",,,,
2020-12-01T05:39:19+00:00,191,"25.18

",,,,
2020-12-01T05:39:35+00:00,192,"25.18

",,,,
2020-12-01T05:40:06+00:00,193,"25.18

",,,,
2020-12-01T05:40:22+00:00,194,"25.50

",,,,
2020-12-01T05:40:38+00:00,195,"25.50

",,,,
2020-12-01T05:40:54+00:00,196,"25.50

",,,,
2020-12-01T05:41:10+00:00,197,"25.50

",,,,
2020-12-01T05:41:25+00:00,198,"25.50

",,,,
2020-12-01T05:41:41+00:00,199,"25.50

",,,,
2020-12-01T05:41:57+00:00,200,"25.50

",,,,
2020-12-01T05:42:13+00:00,201,"25.18

",,,,
2020-12-01T05:42:29+00:00,202,"25.50

",,,,
2020-12-01T05:43:00+00:00,203,"25.50

",,,,
2020-12-01T05:43:16+00:00,204,"25.18

",,,,
2020-12-01T05:43:47+00:00,205,"25.50

",,,,
2020-12-01T05:44:03+00:00,206,"25.50

",,,,
2020-12-01T05:44:19+00:00,207,"25.18

",,,,
2020-12-01T05:44:35+00:00,208,"25.50

",,,,
2020-12-01T05:44:51+00:00,209,"25.50

",,,,
2020-12-01T05:45:07+00:00,210,"25.50

",,,,
2020-12-01T05:45:23+00:00,211,"25.50

",,,,
2020-12-01T05:45:38+00:00,212,"25.50

",,,,
2020-12-01T05:45:54+00:00,213,"25.18

",,,,
2020-12-01T05:46:10+00:00,214,"25.50

",,,,
2020-12-01T05:46:41+00:00,215,"25.18

",,,,
2020-12-01T05:46:57+00:00,216,"25.18

",,,,
2020-12-01T05:47:13+00:00,217,"25.50

",,,,
2020-12-01T05:47:45+00:00,218,"25.50

",,,,
2020-12-01T05:48:00+00:00,219,"25.50

",,,,
2020-12-01T05:48:32+00:00,220,"25.18

",,,,
2020-12-01T05:48:48+00:00,221,"25.18

",,,,
2020-12-01T05:49:03+00:00,222,"25.18

",,,,
2020-12-01T05:49:19+00:00,223,"25.50

",,,,
2020-12-01T05:49:35+00:00,224,"25.18

",,,,
2020-12-01T05:49:51+00:00,225,"25.50

",,,,
2020-12-01T05:50:07+00:00,226,"25.50

",,,,
2020-12-01T05:50:23+00:00,227,"25.50

",,,,
2020-12-01T05:50:39+00:00,228,"25.18

",,,,
2020-12-01T05:50:54+00:00,229,"25.50

",,,,
2020-12-01T05:51:10+00:00,230,"25.50

",,,,
2020-12-01T05:51:26+00:00,231,"25.50

",,,,
2020-12-01T05:51:42+00:00,232,"25.50

",,,,
2020-12-01T05:51:58+00:00,233,"25.50

",,,,
2020-12-01T05:52:13+00:00,234,"25.50

",,,,
2020-12-01T05:52:29+00:00,235,"25.50

",,,,
2020-12-01T05:52:45+00:00,236,"25.50

",,,,
2020-12-01T05:53:01+00:00,237,"25.50

",,,,
2020-12-01T05:53:33+00:00,238,"25.50

",,,,
2020-12-01T05:53:48+00:00,239,"25.18

",,,,
2020-12-01T05:54:04+00:00,240,"25.50

",,,,
2020-12-01T05:54:20+00:00,241,"25.18

",,,,
2020-12-01T05:54:36+00:00,242,"25.18

",,,,
2020-12-01T05:54:52+00:00,243,"25.50

",,,,
2020-12-01T05:55:08+00:00,244,"25.50

",,,,
2020-12-01T05:55:23+00:00,245,"25.50

",,,,
2020-12-01T05:55:39+00:00,246,"25.50

",,,,
2020-12-01T05:55:55+00:00,247,"25.18

",,,,
2020-12-01T05:56:11+00:00,248,"25.18

",,,,
2020-12-01T05:56:27+00:00,249,"25.18

",,,,
2020-12-01T05:56:43+00:00,250,"25.50

",,,,
2020-12-01T05:56:59+00:00,251,"25.50

",,,,
2020-12-01T05:57:14+00:00,252,"25.50

",,,,
2020-12-01T05:57:30+00:00,253,"25.50

",,,,
2020-12-01T05:57:46+00:00,254,"25.18

",,,,
2020-12-01T05:58:02+00:00,255,"25.50

",,,,
2020-12-01T05:58:18+00:00,256,"25.18

",,,,
2020-12-01T05:58:34+00:00,257,"88.41

",,,,
2020-12-01T05:58:50+00:00,258,"25.50

",,,,
2020-12-01T05:59:06+00:00,259,"25.50

",,,,
2020-12-01T05:59:21+00:00,260,"25.18

",,,,
2020-12-01T05:59:37+00:00,261,"25.50

",,,,
2020-12-01T05:59:53+00:00,262,"25.50

",,,,
2020-12-01T06:00:09+00:00,263,"25.18

",,,,
2020-12-01T06:00:40+00:00,264,"25.18

",,,,
2020-12-01T06:00:56+00:00,265,"25.50

",,,,
2020-12-01T06:01:12+00:00,266,"25.50

",,,,
2020-12-01T06:01:28+00:00,267,"25.18

",,,,
2020-12-01T06:01:43+00:00,268,"25.50

",,,,
2020-12-01T06:01:59+00:00,269,"25.50

",,,,
2020-12-01T06:02:15+00:00,270,"25.50

",,,,
2020-12-01T06:02:31+00:00,271,"25.50

",,,,
2020-12-01T06:02:47+00:00,272,"25.50

",,,,
2020-12-01T06:03:02+00:00,273,"25.50

",,,,
2020-12-01T06:03:18+00:00,274,"25.18

",,,,
2020-12-01T06:03:34+00:00,275,"25.50

",,,,
2020-12-01T06:03:50+00:00,276,"25.50

",,,,
2020-12-01T06:04:06+00:00,277,"25.50

",,,,
2020-12-01T06:04:22+00:00,278,"25.50

",,,,
2020-12-12T12:28:03+00:00,279,"25.18

",,,,
2020-12-12T12:28:19+00:00,280,"25.18

",,,,
2020-12-12T12:28:35+00:00,281,"25.18

",,,,
2020-12-12T12:28:51+00:00,282,"25.18

",,,,
2020-12-12T12:29:07+00:00,283,"58.08

",,,,
2020-12-12T12:29:23+00:00,284,"70.66

",,,,
2020-12-12T12:29:38+00:00,285,"25.50

",,,,
2020-12-12T12:29:54+00:00,286,"25.18

",,,,
2020-12-12T12:30:10+00:00,287,"25.18

",,,,
2020-12-12T12:30:26+00:00,288,"25.18

",,,,
2020-12-12T12:30:42+00:00,289,"25.50

",,,,
2020-12-12T12:30:58+00:00,290,"25.18

",,,,
2020-12-12T12:31:14+00:00,291,"50.99

",,,,
2020-12-12T12:31:29+00:00,292,"25.18

",,,,
2020-12-12T12:31:45+00:00,293,"25.18

",,,,
2020-12-12T12:32:01+00:00,294,"25.18

",,,,
2020-12-12T12:32:17+00:00,295,"25.18

",,,,
2020-12-12T12:32:33+00:00,296,"25.18

",,,,
2020-12-12T12:32:49+00:00,297,"25.18

",,,,
2020-12-15T03:25:04+00:00,298,"96.15

",,,,
2020-12-15T03:25:20+00:00,299,"25.18

",,,,
2020-12-15T03:25:36+00:00,300,"25.50

",,,,
2020-12-15T08:16:43+00:00,301,"103.89

",,,,
2020-12-15T08:17:15+00:00,302,"25.50

",,,,
2020-12-15T08:58:43+00:00,303,"25.50

",,,,
2020-12-15T08:58:59+00:00,304,"25.50

",,,,
2020-12-15T08:59:15+00:00,305,"25.50

",,,,
2020-12-15T08:59:31+00:00,306,"124.86

",,,,
2020-12-15T08:59:46+00:00,307,"25.50

",,,,
2020-12-15T09:00:02+00:00,308,"25.50

",,,,
2020-12-15T09:00:18+00:00,309,"25.50

",,,,
2020-12-15T09:00:50+00:00,310,"25.50

",,,,
2020-12-15T09:01:05+00:00,311,"25.50

",,,,
2020-12-15T09:01:21+00:00,312,"25.50

",,,,
2020-12-15T09:01:37+00:00,313,"25.18

",,,,
2020-12-15T09:01:53+00:00,314,"25.50

",,,,
2020-12-15T09:02:09+00:00,315,"25.18

",,,,
2020-12-15T09:02:25+00:00,316,"25.50

",,,,
2020-12-15T09:02:40+00:00,317,"25.50

",,,,
2020-12-15T09:02:56+00:00,318,"25.50

",,,,
2020-12-15T09:03:12+00:00,319,"25.50

",,,,
2020-12-15T09:03:59+00:00,320,"25.18

",,,,
